"Username","participant ethnicity","Response.RT","Response.JOL","Target_Ethnicity","Target_Gender","scored"
"j00896894","Black",11164,50,"B","F",1
"j00896894","Black",4602,5,"B","F",1
"j00896894","Black",5462,4,"B","M",1
"j00896894","Black",7203,5,"B","M",1
"j00896894","Black",5662,7,"B","M",1
"j00896894","Black",5241,4,"B","M",1
"j00896894","Black",8727,6,"B","M",1
"j00896894","Black",14484,7,"B","M",1
"j00896894","Black",6135,5,"B","M",0
"j00896894","Black",3597,3,"B","M",0
"j00896894","Black",4172,5,"B","M",1
"j00896894","Black",5186,40,"B","M",1
"j00896894","Black",3402,4,"W","F",1
"j00896894","Black",3639,4,"W","F",1
"j00896894","Black",4037,5,"W","F",1
"j00896894","Black",5142,5,"W","F",0
"j00896894","Black",3836,4,"W","F",1
"j00896894","Black",4007,4,"W","F",1
"j00896894","Black",6324,5,"W","F",0
"j00896894","Black",5140,5,"W","F",1
"j00896894","Black",6226,4,"W","F",1
"j00896894","Black",9015,4,"W","F",0
"j00896894","Black",6372,4,"W","M",1
"j00896894","Black",4032,3,"W","M",1
"j00896894","Black",7840,4,"W","M",0
"j00896894","Black",8060,5,"W","M",1
"j00896894","Black",8239,5,"W","M",0
"j00896894","Black",3980,5,"W","M",1
"j00896894","Black",4025,5,"W","M",1
"j00896894","Black",5903,4,"W","M",1
"j00896894","Black",3858,4,"W","M",1
"j00896894","Black",6708,5,"W","M",1
"j00896894","Black",5544,4,"B","F",1
"j00896894","Black",4024,6,"B","F",1
"j00896894","Black",4498,5,"B","F",1
"j00896894","Black",4566,6,"B","F",0
"j00896894","Black",5357,4,"B","F",1
"j00896894","Black",7056,55,"B","F",1
"j00896894","Black",4500,6,"B","F",1
"j00900405J.B","Black",5585,70,"B","M",1
"j00900405J.B","Black",76519,35,"B","F",1
"j00900405J.B","Black",3688,85,"B","M",0
"j00900405J.B","Black",3164,60,"B","F",1
"j00900405J.B","Black",5053,90,"B","F",1
"j00900405J.B","Black",4006,80,"B","F",1
"j00900405J.B","Black",4740,90,"B","F",1
"j00900405J.B","Black",6781,55,"B","M",1
"j00900405J.B","Black",3862,70,"B","F",1
"j00900405J.B","Black",4236,30,"B","M",1
"j00900405J.B","Black",7956,85,"W","F",1
"j00900405J.B","Black",5468,90,"B","M",1
"j00900405J.B","Black",40003,50,"B","M",1
"j00900405J.B","Black",3017,50,"B","M",1
"j00900405J.B","Black",8726,50,"B","M",1
"j00900405J.B","Black",4437,40,"W","M",1
"j00900405J.B","Black",4065,60,"B","M",1
"j00900405J.B","Black",3003,20,"W","F",1
"j00900405J.B","Black",5569,70,"W","F",1
"j00900405J.B","Black",20680,56,"W","F",1
"j00900405J.B","Black",14028,50,"W","F",1
"j00900405J.B","Black",4977,30,"B","M",1
"j00900405J.B","Black",4081,70,"W","F",1
"j00900405J.B","Black",4325,30,"W","M",1
"j00900405J.B","Black",7460,100,"W","F",1
"j00900405J.B","Black",8042,30,"W","F",1
"j00900405J.B","Black",9322,70,"W","F",1
"j00900405J.B","Black",6257,50,"W","M",0
"j00900405J.B","Black",5297,45,"B","F",1
"j00900405J.B","Black",4055,50,"W","M",0
"j00900405J.B","Black",4006,40,"W","M",1
"j00900405J.B","Black",10755,90,"W","M",1
"j00900405J.B","Black",6133,80,"W","M",1
"j00900405J.B","Black",4872,45,"W","M",1
"j00900405J.B","Black",14202,65,"W","F",1
"j00900405J.B","Black",4518,30,"W","M",1
"j00900405J.B","Black",3697,40,"B","F",1
"j00900405J.B","Black",3846,90,"W","M",1
"j00900405J.B","Black",5522,90,"B","F",1
"j00900405J.B","Black",10293,40,"B","F",1
"J0090373JB","Black",11844,20,"W","M",1
"J0090373JB","Black",6158,60,"W","M",1
"J0090373JB","Black",7560,30,"W","M",0
"J0090373JB","Black",9194,50,"B","F",1
"J0090373JB","Black",7659,10,"B","F",1
"J0090373JB","Black",10402,25,"B","M",0
"J0090373JB","Black",87450,20,"B","M",1
"J0090373JB","Black",10770,2,"B","F",1
"J0090373JB","Black",19886,75,"B","F",1
"J0090373JB","Black",7366,20,"B","F",1
"J0090373JB","Black",8495,60,"B","F",1
"J0090373JB","Black",8487,15,"B","F",0
"J0090373JB","Black",12712,25,"B","F",1
"J0090373JB","Black",5053,20,"W","F",1
"J0090373JB","Black",7460,15,"B","F",1
"J0090373JB","Black",8911,80,"B","M",1
"J0090373JB","Black",7560,4,"W","F",1
"J0090373JB","Black",9651,60,"B","F",1
"J0090373JB","Black",9678,8,"W","F",0
"J0090373JB","Black",10289,65,"W","F",1
"J0090373JB","Black",7750,12,"B","M",1
"J0090373JB","Black",7071,40,"B","M",1
"J0090373JB","Black",10096,30,"B","M",1
"J0090373JB","Black",6613,30,"B","M",1
"J0090373JB","Black",4846,15,"B","M",1
"J0090373JB","Black",13077,30,"W","M",1
"J0090373JB","Black",9838,25,"B","M",1
"J0090373JB","Black",9889,25,"W","F",1
"J0090373JB","Black",11867,60,"W","F",0
"J0090373JB","Black",11034,70,"B","M",0
"J0090373JB","Black",6143,40,"W","F",0
"J0090373JB","Black",6526,12,"W","M",1
"J0090373JB","Black",11850,20,"W","M",1
"J0090373JB","Black",8573,8,"W","F",1
"J0090373JB","Black",7616,35,"W","M",0
"J0090373JB","Black",4316,4,"W","M",1
"J0090373JB","Black",5110,50,"W","M",1
"J0090373JB","Black",9311,10,"W","M",1
"J0090373JB","Black",10721,10,"W","F",1
"J0090373JB","Black",6317,15,"W","F",1
"J00908264LN","Black",7590,50,"B","F",0
"J00908264LN","Black",8811,70,"W","M",0
"J00908264LN","Black",5180,56,"B","F",0
"J00908264LN","Black",30800,76,"B","F",0
"J00908264LN","Black",4371,70,"B","F",0
"J00908264LN","Black",6864,70,"B","F",1
"J00908264LN","Black",4223,85,"B","F",0
"J00908264LN","Black",6661,80,"B","F",0
"J00908264LN","Black",27820,65,"W","M",0
"J00908264LN","Black",978,NA,"B","F",0
"J00908264LN","Black",6566,65,"W","F",0
"J00908264LN","Black",8269,35,"B","M",1
"J00908264LN","Black",4810,77,"B","M",0
"J00908264LN","Black",9756,75,"B","M",1
"J00908264LN","Black",5211,66,"B","M",0
"J00908264LN","Black",923,NA,"B","F",1
"J00908264LN","Black",4692,86,"B","M",0
"J00908264LN","Black",3951,80,"B","M",0
"J00908264LN","Black",4984,80,"B","M",0
"J00908264LN","Black",18576,30,"B","M",1
"J00908264LN","Black",6359,76,"B","M",0
"J00908264LN","Black",4002,67,"B","F",0
"J00908264LN","Black",7823,50,"W","F",0
"J00908264LN","Black",11528,80,"W","M",1
"J00908264LN","Black",5550,98,"W","F",1
"J00908264LN","Black",6000,80,"W","F",0
"J00908264LN","Black",3371,80,"W","F",0
"J00908264LN","Black",6805,79,"W","F",1
"J00908264LN","Black",5854,85,"B","M",0
"J00908264LN","Black",5744,50,"W","F",0
"J00908264LN","Black",17287,75,"W","F",0
"J00908264LN","Black",4221,75,"W","M",0
"J00908264LN","Black",4738,80,"W","M",0
"J00908264LN","Black",4309,64,"W","M",0
"J00908264LN","Black",5378,80,"W","F",0
"J00908264LN","Black",15227,75,"W","M",0
"J00908264LN","Black",3626,77,"W","M",0
"J00908264LN","Black",5154,65,"W","F",0
"J00908264LN","Black",6563,99,"W","M",1
"J00908264LN","Black",59394,65,"W","M",0
"J00914039Z.R.","Black",64241,20,"W","M",0
"J00914039Z.R.","Black",3282,20,"W","M",0
"J00914039Z.R.","Black",3544,80,"B","F",1
"J00914039Z.R.","Black",7475,40,"B","F",0
"J00914039Z.R.","Black",3314,20,"W","M",1
"J00914039Z.R.","Black",24406,40,"B","M",0
"J00914039Z.R.","Black",3149,50,"B","M",1
"J00914039Z.R.","Black",3207,40,"B","F",1
"J00914039Z.R.","Black",3565,50,"B","F",1
"J00914039Z.R.","Black",5841,30,"B","F",1
"J00914039Z.R.","Black",5569,10,"W","M",0
"J00914039Z.R.","Black",3850,40,"B","M",0
"J00914039Z.R.","Black",3113,30,"B","F",0
"J00914039Z.R.","Black",3835,80,"B","F",1
"J00914039Z.R.","Black",7014,80,"B","F",1
"J00914039Z.R.","Black",4325,50,"B","F",1
"J00914039Z.R.","Black",3287,60,"B","M",1
"J00914039Z.R.","Black",8375,30,"B","M",0
"J00914039Z.R.","Black",2886,20,"W","F",0
"J00914039Z.R.","Black",3177,20,"W","F",0
"J00914039Z.R.","Black",4540,40,"B","M",0
"J00914039Z.R.","Black",4340,60,"B","M",1
"J00914039Z.R.","Black",5570,20,"B","M",0
"J00914039Z.R.","Black",3457,60,"B","F",1
"J00914039Z.R.","Black",3080,20,"W","M",0
"J00914039Z.R.","Black",4439,40,"B","M",0
"J00914039Z.R.","Black",6050,30,"W","F",1
"J00914039Z.R.","Black",4326,20,"W","F",0
"J00914039Z.R.","Black",4529,20,"W","F",1
"J00914039Z.R.","Black",4056,20,"W","F",1
"J00914039Z.R.","Black",3554,20,"W","F",0
"J00914039Z.R.","Black",3792,40,"W","M",1
"J00914039Z.R.","Black",5368,10,"W","M",0
"J00914039Z.R.","Black",4254,60,"W","M",1
"J00914039Z.R.","Black",3769,30,"W","F",0
"J00914039Z.R.","Black",7626,20,"W","F",0
"J00914039Z.R.","Black",5437,30,"B","M",1
"J00914039Z.R.","Black",3560,20,"W","F",1
"J00914039Z.R.","Black",2871,20,"W","M",0
"J00914039Z.R.","Black",4517,15,"W","M",0
"J009143cb","Black",8228,7,"W","M",1
"J009143cb","Black",12769,7,"W","M",1
"J009143cb","Black",70570,8,"W","M",1
"J009143cb","Black",5860,7,"B","F",1
"J009143cb","Black",6529,5,"W","M",1
"J009143cb","Black",10003,8,"B","F",1
"J009143cb","Black",35253,7,"B","F",1
"J009143cb","Black",27207,7,"B","F",1
"J009143cb","Black",5849,8,"B","F",0
"J009143cb","Black",15476,8,"B","F",1
"J009143cb","Black",7127,8,"B","F",1
"J009143cb","Black",14351,8,"B","M",1
"J009143cb","Black",13979,6,"B","F",1
"J009143cb","Black",42116,7,"B","M",1
"J009143cb","Black",23603,7,"B","F",1
"J009143cb","Black",28838,6,"B","M",1
"J009143cb","Black",10065,6,"B","M",1
"J009143cb","Black",17742,7,"B","M",1
"J009143cb","Black",39342,7,"B","M",1
"J009143cb","Black",10757,7,"B","M",1
"J009143cb","Black",14347,8,"B","M",1
"J009143cb","Black",13537,7,"W","F",1
"J009143cb","Black",80821,7,"W","F",1
"J009143cb","Black",6325,5,"W","F",1
"J009143cb","Black",81390,6,"W","F",1
"J009143cb","Black",53324,7,"B","M",1
"J009143cb","Black",56477,7,"W","F",1
"J009143cb","Black",17879,7,"B","M",1
"J009143cb","Black",6747,5,"W","F",1
"J009143cb","Black",7899,5,"W","F",1
"J009143cb","Black",8378,8,"W","F",1
"J009143cb","Black",88583,5,"W","M",1
"J009143cb","Black",12320,6,"W","M",1
"J009143cb","Black",18281,6,"W","M",1
"J009143cb","Black",18801,8,"W","F",1
"J009143cb","Black",35433,6,"W","M",1
"J009143cb","Black",15083,7,"W","M",1
"J009143cb","Black",18524,6,"W","M",1
"J009143cb","Black",9970,5,"W","F",1
"J009143cb","Black",18180,7,"B","F",1
"J00924332TJ","Black",3028,0,"B","F",1
"J00924332TJ","Black",1755,0,"B","F",1
"J00924332TJ","Black",1560,100,"B","F",1
"J00924332TJ","Black",6008,100,"B","F",1
"J00924332TJ","Black",2266,100,"B","F",1
"J00924332TJ","Black",2027,0,"B","F",1
"J00924332TJ","Black",2712,100,"W","M",1
"J00924332TJ","Black",3902,100,"B","F",1
"J00924332TJ","Black",2560,100,"B","M",1
"J00924332TJ","Black",1095,0,"W","M",1
"J00924332TJ","Black",2412,0,"B","M",1
"J00924332TJ","Black",3079,0,"B","M",1
"J00924332TJ","Black",8855,100,"B","M",1
"J00924332TJ","Black",2792,0,"B","M",1
"J00924332TJ","Black",5180,0,"B","M",1
"J00924332TJ","Black",3470,0,"B","M",1
"J00924332TJ","Black",3216,100,"B","M",1
"J00924332TJ","Black",3489,100,"B","M",1
"J00924332TJ","Black",2219,0,"W","F",1
"J00924332TJ","Black",2362,100,"B","F",1
"J00924332TJ","Black",2142,0,"W","F",1
"J00924332TJ","Black",2087,0,"W","F",1
"J00924332TJ","Black",1472,100,"B","M",1
"J00924332TJ","Black",2209,100,"W","F",0
"J00924332TJ","Black",2126,0,"W","F",1
"J00924332TJ","Black",2255,100,"W","F",1
"J00924332TJ","Black",2622,100,"W","F",1
"J00924332TJ","Black",1421,0,"W","F",0
"J00924332TJ","Black",1581,0,"W","M",1
"J00924332TJ","Black",2127,0,"W","M",1
"J00924332TJ","Black",1860,0,"W","M",1
"J00924332TJ","Black",1311,0,"W","M",0
"J00924332TJ","Black",2519,0,"W","F",1
"J00924332TJ","Black",3911,100,"W","M",1
"J00924332TJ","Black",3893,100,"W","M",1
"J00924332TJ","Black",1091,0,"W","F",0
"J00924332TJ","Black",2744,0,"W","M",0
"J00924332TJ","Black",2916,100,"W","M",1
"J00924332TJ","Black",1979,100,"B","F",0
"J00924332TJ","Black",1780,100,"B","F",1
"J00926853EC","Black",4789,50,"B","F",1
"J00926853EC","Black",5856,100,"W","M",1
"J00926853EC","Black",6612,75,"B","F",1
"J00926853EC","Black",15566,50,"B","F",1
"J00926853EC","Black",3342,50,"B","F",0
"J00926853EC","Black",20416,50,"W","M",0
"J00926853EC","Black",18695,30,"B","F",1
"J00926853EC","Black",15178,80,"B","F",1
"J00926853EC","Black",7585,40,"W","M",1
"J00926853EC","Black",6454,50,"B","F",1
"J00926853EC","Black",3966,100,"B","F",1
"J00926853EC","Black",7235,70,"W","F",0
"J00926853EC","Black",4683,100,"B","M",1
"J00926853EC","Black",3014,100,"B","F",1
"J00926853EC","Black",6662,80,"B","M",0
"J00926853EC","Black",3675,100,"B","M",0
"J00926853EC","Black",4747,90,"B","M",0
"J00926853EC","Black",4647,100,"B","M",0
"J00926853EC","Black",3392,50,"B","M",0
"J00926853EC","Black",4406,80,"B","M",1
"J00926853EC","Black",32662,50,"B","M",0
"J00926853EC","Black",12653,50,"B","F",1
"J00926853EC","Black",9286,70,"W","F",1
"J00926853EC","Black",10287,80,"W","F",1
"J00926853EC","Black",20016,50,"W","F",1
"J00926853EC","Black",54146,15,"W","F",0
"J00926853EC","Black",8275,50,"B","M",1
"J00926853EC","Black",17218,50,"W","F",1
"J00926853EC","Black",3494,20,"W","M",1
"J00926853EC","Black",3774,50,"W","F",1
"J00926853EC","Black",2400,50,"W","F",1
"J00926853EC","Black",13519,60,"W","F",0
"J00926853EC","Black",8538,100,"W","M",0
"J00926853EC","Black",5219,80,"W","M",1
"J00926853EC","Black",14393,60,"B","M",1
"J00926853EC","Black",3638,100,"W","M",1
"J00926853EC","Black",14765,50,"W","M",1
"J00926853EC","Black",13701,20,"W","M",1
"J00926853EC","Black",6661,60,"W","F",1
"J00926853EC","Black",5578,80,"W","M",1
"J00934210CC","Black",2514,50,"B","F",1
"J00934210CC","Black",3737,30,"B","F",1
"J00934210CC","Black",5400,50,"W","M",1
"J00934210CC","Black",2606,0,"W","M",0
"J00934210CC","Black",5374,10,"W","M",1
"J00934210CC","Black",5459,60,"B","F",1
"J00934210CC","Black",2081,0,"B","M",1
"J00934210CC","Black",3882,20,"B","M",1
"J00934210CC","Black",5075,70,"B","F",1
"J00934210CC","Black",4381,80,"B","F",1
"J00934210CC","Black",13265,40,"B","F",1
"J00934210CC","Black",4576,10,"B","F",1
"J00934210CC","Black",4139,20,"B","F",1
"J00934210CC","Black",3759,20,"B","F",1
"J00934210CC","Black",8922,40,"B","M",1
"J00934210CC","Black",2873,10,"B","M",1
"J00934210CC","Black",8178,30,"B","M",1
"J00934210CC","Black",7733,0,"B","F",1
"J00934210CC","Black",5758,10,"B","M",1
"J00934210CC","Black",4641,40,"W","F",1
"J00934210CC","Black",2270,10,"W","F",1
"J00934210CC","Black",7242,20,"B","M",1
"J00934210CC","Black",2914,0,"B","M",1
"J00934210CC","Black",3509,40,"B","M",1
"J00934210CC","Black",3920,10,"W","F",1
"J00934210CC","Black",3173,10,"W","F",1
"J00934210CC","Black",8677,0,"W","F",0
"J00934210CC","Black",7145,60,"W","F",1
"J00934210CC","Black",9595,60,"W","F",1
"J00934210CC","Black",4383,10,"W","F",1
"J00934210CC","Black",4257,100,"B","M",1
"J00934210CC","Black",2802,0,"W","F",1
"J00934210CC","Black",3616,10,"W","M",1
"J00934210CC","Black",3771,0,"W","M",1
"J00934210CC","Black",3032,0,"W","M",1
"J00934210CC","Black",6573,80,"W","M",1
"J00934210CC","Black",3346,100,"W","M",1
"J00934210CC","Black",4628,10,"W","M",0
"J00934210CC","Black",3497,20,"W","M",1
"J00934210CC","Black",6062,10,"W","F",1
"J00945071ih","Black",14147,12,"W","M",0
"J00945071ih","Black",4627,36,"B","F",1
"J00945071ih","Black",4728,67,"B","F",1
"J00945071ih","Black",4557,45,"B","F",1
"J00945071ih","Black",16591,34,"B","F",1
"J00945071ih","Black",4319,13,"B","F",0
"J00945071ih","Black",4346,67,"W","F",0
"J00945071ih","Black",8224,45,"B","F",1
"J00945071ih","Black",15694,24,"B","M",1
"J00945071ih","Black",42350,16,"B","F",1
"J00945071ih","Black",6272,45,"B","M",0
"J00945071ih","Black",4595,12,"B","M",1
"J00945071ih","Black",17701,12,"B","M",0
"J00945071ih","Black",7025,65,"W","M",1
"J00945071ih","Black",6082,55,"B","M",1
"J00945071ih","Black",20959,43,"B","M",1
"J00945071ih","Black",4977,17,"B","M",1
"J00945071ih","Black",5241,45,"B","M",1
"J00945071ih","Black",5162,20,"W","F",1
"J00945071ih","Black",4116,5,"W","M",1
"J00945071ih","Black",4164,3,"W","F",1
"J00945071ih","Black",4498,60,"W","F",1
"J00945071ih","Black",4264,50,"B","M",0
"J00945071ih","Black",4181,50,"W","F",1
"J00945071ih","Black",5111,34,"W","F",0
"J00945071ih","Black",5932,35,"W","F",1
"J00945071ih","Black",7633,22,"B","M",0
"J00945071ih","Black",8539,83,"W","F",1
"J00945071ih","Black",3685,6,"W","M",0
"J00945071ih","Black",5939,77,"W","M",1
"J00945071ih","Black",4927,66,"W","M",0
"J00945071ih","Black",5837,30,"W","M",1
"J00945071ih","Black",4518,60,"B","F",1
"J00945071ih","Black",11836,45,"W","M",1
"J00945071ih","Black",4481,50,"B","F",1
"J00945071ih","Black",4978,46,"W","F",1
"J00945071ih","Black",8891,70,"W","M",1
"J00945071ih","Black",4121,56,"B","F",1
"J00945071ih","Black",8443,58,"W","F",1
"J00945071ih","Black",9460,40,"W","M",0
"J00951218TP","Black",4760,0,"W","M",1
"J00951218TP","Black",2495,90,"W","M",0
"J00951218TP","Black",4514,20,"B","F",1
"J00951218TP","Black",3212,30,"B","F",1
"J00951218TP","Black",2897,30,"W","M",0
"J00951218TP","Black",19676,40,"W","M",0
"J00951218TP","Black",7788,20,"B","F",1
"J00951218TP","Black",3700,100,"B","F",1
"J00951218TP","Black",6237,30,"B","F",1
"J00951218TP","Black",7087,20,"B","F",1
"J00951218TP","Black",2876,90,"B","M",1
"J00951218TP","Black",4012,70,"B","M",1
"J00951218TP","Black",3777,90,"B","F",1
"J00951218TP","Black",3798,70,"B","M",1
"J00951218TP","Black",3161,10,"B","M",1
"J00951218TP","Black",3220,90,"B","M",1
"J00951218TP","Black",3461,30,"B","M",1
"J00951218TP","Black",5435,10,"B","M",1
"J00951218TP","Black",5188,50,"B","M",0
"J00951218TP","Black",4785,50,"W","F",1
"J00951218TP","Black",11297,30,"W","F",1
"J00951218TP","Black",16009,20,"W","F",0
"J00951218TP","Black",6821,70,"W","F",0
"J00951218TP","Black",3781,100,"W","F",0
"J00951218TP","Black",24862,10,"W","F",1
"J00951218TP","Black",9488,10,"B","M",1
"J00951218TP","Black",10768,10,"B","M",0
"J00951218TP","Black",5974,30,"W","F",0
"J00951218TP","Black",1870,0,"W","F",1
"J00951218TP","Black",6682,100,"W","M",0
"J00951218TP","Black",6206,10,"W","M",0
"J00951218TP","Black",4499,10,"W","M",0
"J00951218TP","Black",3526,80,"W","M",0
"J00951218TP","Black",3952,10,"W","M",1
"J00951218TP","Black",3375,0,"W","F",0
"J00951218TP","Black",4268,30,"W","F",1
"J00951218TP","Black",57465,70,"B","F",1
"J00951218TP","Black",4289,30,"B","F",1
"J00951218TP","Black",6081,20,"B","F",0
"J00951218TP","Black",4668,50,"W","M",0
"J00954142DT","Black",6849,20,"B","F",0
"J00954142DT","Black",4782,30,"B","F",0
"J00954142DT","Black",3969,0,"W","M",0
"J00954142DT","Black",6892,20,"W","M",0
"J00954142DT","Black",5722,10,"W","M",0
"J00954142DT","Black",4801,45,"B","F",1
"J00954142DT","Black",8173,50,"B","M",1
"J00954142DT","Black",6202,90,"B","M",1
"J00954142DT","Black",3472,30,"B","F",1
"J00954142DT","Black",5365,50,"B","F",0
"J00954142DT","Black",12452,70,"B","F",0
"J00954142DT","Black",6212,30,"B","F",1
"J00954142DT","Black",5288,30,"B","F",0
"J00954142DT","Black",5707,80,"B","F",1
"J00954142DT","Black",5768,100,"B","M",1
"J00954142DT","Black",4750,50,"B","M",0
"J00954142DT","Black",8272,67,"B","M",1
"J00954142DT","Black",8798,70,"B","M",1
"J00954142DT","Black",3360,50,"B","M",1
"J00954142DT","Black",4847,20,"W","F",1
"J00954142DT","Black",7125,0,"W","F",0
"J00954142DT","Black",3720,50,"B","M",0
"J00954142DT","Black",14544,70,"B","M",1
"J00954142DT","Black",4057,60,"B","M",0
"J00954142DT","Black",4852,15,"W","F",1
"J00954142DT","Black",4469,80,"B","F",1
"J00954142DT","Black",4054,5,"W","F",0
"J00954142DT","Black",2747,0,"W","F",1
"J00954142DT","Black",3709,10,"W","F",1
"J00954142DT","Black",3440,10,"W","F",1
"J00954142DT","Black",6870,10,"W","F",1
"J00954142DT","Black",2748,0,"W","F",1
